t_no,t_name,t_nm_name,t_m_name,t_mwm,t_ml_number,t_ms_number,t_hml_number,t_hms_number ,t_cml_number,t_cms_number,t_wml_number,t_hwml_number,t_hwms_number,t_manage,t_tel,t_close,t_la,t_lo,t_data,t_mcode,t_service,t_com_score,t_user_count
110,2-3 공중화장실,서울특별시 관악구 원신길 167-2,,N,1,1,0,0,0,0,1,0,0,서울특별시 관악구청,02-879-6274,24시간,37.46567162,126.9304636,2020-05-31,3200000,서울특별시 관악구,0,0
111,2-1 공중화장실,서울특별시 관악구 원신길 175-2,,N,1,1,0,0,0,0,1,0,0,서울특별시 관악구청,02-879-6274,24시간,37.46525707,126.9303284,2020-05-31,3200000,서울특별시 관악구,0,0
112,2-2 공중화장실,서울특별시 관악구 원신길 175-2,,N,1,1,0,0,0,0,1,0,0,서울특별시 관악구청,02-879-6274,24시간,37.46525707,126.9303284,2020-05-31,3200000,서울특별시 관악구,0,0
113,1-16 공중화장실,서울특별시 관악구 원신11길 8,,N,2,2,0,0,0,0,2,0,0,서울특별시 관악구청,02-879-6274,24시간,37.46043072,126.9294286,2020-05-31,3200000,서울특별시 관악구,0,0
114,2-4 공중화장실,서울특별시 관악구 신우길24,,N,0,0,0,0,0,0,2,0,0,서울특별시 관악구청,02-879-6274,24시간,37.46095956,126.9340036,2020-05-31,3200000,서울특별시 관악구,0,0
115,1-15 공중화장실,서울특별시 관악구 신우길 3,,N,2,2,0,0,0,0,3,0,0,서울특별시 관악구청,02-879-6274,24시간,37.46193187,126.9326237,2020-05-31,3200000,서울특별시 관악구,0,0
116,2-6 공중화장실,서울특별시 관악구 원신9길 49-4,,N,1,1,0,0,0,0,1,0,0,서울특별시 관악구청,02-879-6274,24시간,37.45962645,126.9286065,2020-05-31,3200000,서울특별시 관악구,0,0
117,2-5 공중화장실,서울특별시 관악구 원신9길 27-1,,N,1,1,0,0,0,0,1,0,0,서울특별시 관악구청,02-879-6274,24시간,37.46056386,126.9290443,2020-05-31,3200000,서울특별시 관악구,0,0
118,1-3 봉림교 공중화장실,서울특별시 관악구 남부순환로 1583,,N,3,3,1,0,0,1,6,1,0,서울특별시 관악구청,02-879-6274,24시간,37.48406783,126.9264802,2020-05-31,3200000,서울특별시 관악구,0,0
119,2-11서울대 입구 공중화장실,서울특별시 관악구 신림로 1,,N,2,2,0,0,0,0,2,0,0,서울특별시 관악구청,02-879-6274,24시간,37.466871,126.947611,2020-05-31,3200000,서울특별시 관악구,0,0
120,1-1 모래내 공중화장실,서울특별시 관악구 관악로12길 55,,N,1,2,0,0,0,0,3,0,0,서울특별시 관악구청,02-879-6274,24시간,37.47790138,126.9554558,2020-05-31,3200000,서울특별시 관악구,0,0
121,1-17 공중화장실,서울특별시 관악구 원신2길 43,,N,2,2,1,0,0,0,4,1,0,서울특별시 관악구청,02-879-6274,24시간,37.47033273,126.9323223,2020-05-31,3200000,서울특별시 관악구,0,0
122,오수배드민턴장,서울특별시 구로구 오리로22다길 104,서울특별시 구로구 궁동 산10-49,N,1,2,0,0,0,0,1,0,0,서울특별시 구로구청,02-860-2892,연중무휴,37.50209624,126.8347941,2019-11-08,3160000,서울특별시 구로구,0,0
123,천왕근린공원,서울특별시 구로구 천왕동 233-2,서울특별시 구로구 천왕동 233-2,N,2,2,1,0,0,0,8,0,0,서울특별시 구로구청,02-860-2892,연중무휴,37.476158,126.842314,2019-11-08,3160000,서울특별시 구로구,0,0
124,신구로유수지,서울특별시 구로구 구로동 693-2,서울특별시 구로구 구로동 693-2,N,1,13,0,0,0,0,2,0,0,서울특별시 구로구청,02-860-2892,연중무휴,37.489378,126.875465,2019-11-08,3160000,서울특별시 구로구,0,0
125,계남근린공원,서울특별시 구로구 신정3동 산103-2,서울특별시 구로구 신정3동 산103-2,N,1,0,0,0,0,0,1,0,0,서울특별시 구로구청,02-860-2892,연중무휴,37.509325,126.855991,2019-11-08,3160000,서울특별시 구로구,0,0
126,동양미래대학옆제방,서울특별시 구로구 고척동 279-1,서울특별시 구로구 고척동 279-1,N,1,1,0,0,0,0,2,0,0,서울특별시 구로구청,02-860-2892,연중무휴,37.500024,126.869245,2019-11-08,3160000,서울특별시 구로구,0,0
127,c구장(축구장)제방위,서울특별시 구로구 구로동 271-86,서울특별시 구로구 구로동 271-86,N,1,1,0,0,0,0,2,0,0,서울특별시 구로구청,02-860-2892,연중무휴,37.511845,126.878172,2019-11-08,3160000,서울특별시 구로구,0,0
128,인라인스케이트장제방,서울특별시 구로구 구로동 635-19,서울특별시 구로구 구로동 635-19,N,1,1,0,0,0,0,2,0,0,서울특별시 구로구청,02-860-2892,연중무휴,37.499117,126.872294,2019-11-08,3160000,서울특별시 구로구,0,0
129,족구장제방앞,서울특별시 구로구 구로동 621-9,서울특별시 구로구 구로동 621-9,N,1,1,0,0,0,0,2,0,0,서울특별시 구로구청,02-860-2892,연중무휴,37.501465,126.872376,2019-11-08,3160000,서울특별시 구로구,0,0
130,고척교입구,서울특별시 구로구 구로동 621-9,서울특별시 구로구 구로동 621-9,N,1,2,0,0,0,0,2,0,0,서울특별시 구로구청,02-860-2892,연중무휴,37.501465,126.872376,2019-11-08,3160000,서울특별시 구로구,0,0
131,구일역제방앞,서울특별시 구로구 구일로 133,서울특별시 구로구 구로동 642-76,N,1,3,0,0,0,0,2,0,0,서울특별시 구로구청,02-860-2892,연중무휴,37.49639172,126.8699216,2019-11-08,3160000,서울특별시 구로구,0,0
132,남구로역 공중화장실,서울특별시 구로구 도림로 9,서울특별시 구로구 구로동 803-5,N,3,8,0,0,0,0,2,0,0,서울특별시 구로구청,02-860-2892,(평일)04:00~18:00+(주말)04:00~18:00+(공휴일)04:00~18:00,37.485671,126.886622,2019-11-08,3160000,서울특별시 구로구,0,0
133,광명교,서울특별시 구로구 천왕동 51-1,서울특별시 구로구 천왕동 51-1,N,1,1,0,0,0,0,2,0,0,서울특별시 구로구청,02-860-2892,연중무휴,37.480733,126.846005,2019-11-08,3160000,서울특별시 구로구,0,0
134,목감교,서울특별시 구로구 개봉동 372-1,서울특별시 구로구 개봉동 372-1,N,2,4,0,0,0,0,4,0,0,서울특별시 구로구청,02-860-2892,연중무휴,37.491017,126.863285,2019-11-08,3160000,서울특별시 구로구,0,0
135,개웅산공원,서울특별시 구로구 개봉동 산60-5,서울특별시 구로구 개봉동 산60-5,N,3,1,1,0,0,0,5,0,0,서울특별시 구로구청,02-860-2892,연중무휴,37.485145,126.847953,2019-11-08,3160000,서울특별시 구로구,0,0
136,잦절약수터 입구,서울특별시 구로구 개봉동 46-2,서울특별시 구로구 개봉동 46-2,N,2,2,0,0,0,0,4,0,0,서울특별시 구로구청,02-860-2892,연중무휴,37.502194,126.839656,2019-11-08,3160000,서울특별시 구로구,0,0
137,고척근린공원 소공원,서울특별시 구로구 고척로52가길 65,서울특별시 구로구 고척동 164-12,N,1,2,0,0,0,0,2,0,0,서울특별시 구로구청,02-860-2892,연중무휴,37.503009,126.852811,2019-11-08,3160000,서울특별시 구로구,0,0
138,계남근린공원입구,서울특별시 구로구 중앙로15길 100-30,서울특별시 구로구 고척동 226-7,N,2,3,0,0,0,0,1,0,0,서울특별시 구로구청,02-860-2892,연중무휴,37.507601,126.8543348,2019-11-08,3160000,서울특별시 구로구,0,0
139,동산빌라앞,서울특별시 구로구 구로동 792-28,서울특별시 구로구 구로동 792-28,N,1,3,0,0,0,0,2,0,0,서울특별시 구로구청,02-860-2892,연중무휴,37.485938,126.888578,2019-11-08,3160000,서울특별시 구로구,0,0
140,성산빌라 앞,서울특별시 구로구 도림로 8-9,서울특별시 구로구 구로동 801-27,N,1,3,0,0,0,0,1,0,0,서울특별시 구로구청,02-860-2892,연중무휴,37.485187,126.887311,2019-11-08,3160000,서울특별시 구로구,0,0
141,애경어린이공원,서울특별시 구로구 구로동 501-22,서울특별시 구로구 구로동 501-22,N,1,0,1,0,0,0,1,0,0,서울특별시 구로구청,02-860-2892,(평일)09:00~17:00+(주말)09:00~17:00+(공휴일)09:00~17:00,37.500312,126.884438,2019-11-08,3160000,서울특별시 구로구,0,0
142,화원어린이공원,서울특별시 구로구 벚꽃로 490,서울특별시 구로구 구로동 478-1,N,1,3,0,0,0,0,1,0,0,서울특별시 구로구청,02-860-2892,연중무휴,37.497937,126.880489,2019-11-08,3160000,서울특별시 구로구,0,0
143,구로리어린이공원,서울특별시 구로구 구로중앙로 13,서울특별시 구로구 구로동 139-82,N,3,4,1,0,0,0,6,0,0,서울특별시 구로구청,02-860-2892,연중무휴,37.490433,126.8915926,2019-11-08,3160000,서울특별시 구로구,0,0
144,고척근린공원,서울특별시 구로구 고척로45길 31,서울특별시 구로구 고척동 산9-14,N,5,1,1,0,0,0,12,0,0,서울특별시 구로구청,02-860-2892,연중무휴,37.505376,126.853067,2019-11-08,3160000,서울특별시 구로구,0,0
145,개웅어린이공원,서울특별시 구로구 개봉로15길 58-2,서울특별시 구로구 개봉동 340-8,N,2,1,0,0,0,0,2,0,0,서울특별시 구로구청,02-860-2892,연중무휴,37.48997098,126.8528765,2019-11-08,3160000,서울특별시 구로구,0,0
146,거리공원 해병대앞,서울특별시 구로구 공원로 73-1,서울특별시 구로구 구로동 50,N,3,2,0,0,0,0,3,0,0,서울특별시 구로구청,02-860-2892,연중무휴,37.50302756,126.8883489,2019-11-08,3160000,서울특별시 구로구,0,0
147,삭새어린이공원,서울특별시 구로구 부일로9길 90-2,서울특별시 구로구 궁동 238-3,N,2,2,0,0,0,0,3,0,0,서울특별시 구로구청,02-860-2892,연중무휴,37.496343,126.824444,2019-11-08,3160000,서울특별시 구로구,0,0
148,거리공원 등기소앞,서울특별시 구로구 공원로 73-1,서울특별시 구로구 구로동 50,N,2,6,0,0,0,0,5,0,0,서울특별시 구로구청,02-860-2892,연중무휴,37.50302756,126.8883489,2019-11-08,3160000,서울특별시 구로구,0,0
149,구로4동 경로당,서울특별시 구로구 구로동로8길 27,서울특별시 구로구 구로동 745-74,N,2,2,0,0,0,0,1,0,3,서울특별시 구로구청,02-860-2892,연중무휴,37.487057,126.886241,2019-11-08,3160000,서울특별시 구로구,0,0
150,이태원 2 공중화장실,서울특별시 용산구 소월로38가길 8,서울특별시 용산구 이태원동 261-5,N,2,2,0,0,0,0,2,0,0,서울특별시 용산구청,02-2199-7325,연중무휴,37.54312768,126.990189,2020-02-21,3020000,서울특별시 용산구,0,0
151,이태원 3 공중화장실,서울특별시 용산구 이태원로164-1,서울특별시 용산구 이태원동 72-34,N,2,2,0,0,0,0,2,0,1,서울특별시 용산구청,02-2199-7325,연중무휴,37.53407459,126.992243,2020-02-21,3020000,서울특별시 용산구,0,0
152,후암 4 공중화장실,서울특별시 용산구 후암로35길 23,서울특별시 용산구 후암동 65-4,N,3,2,0,0,0,0,3,0,0,서울특별시 용산구청,02-2199-7325,연중무휴,37.55042378,126.976134,2020-02-21,3020000,서울특별시 용산구,0,0
153,모자원 공중화장실,서울특별시 용산구 신흥로26길 21-1,서울특별시 용산구 용산동2가 1-202,Y,1,1,0,0,0,0,1,0,0,서울특별시 용산구청,02-2199-7325,연중무휴,37.545431,126.9839,2020-02-21,3020000,서울특별시 용산구,0,0
154,삼각지차고 옆 공중화장실,서울특별시 용산구 백범로99가길 60,서울특별시 용산구 한강로2가 2-284,Y,1,0,0,0,0,0,1,0,0,서울특별시 용산구청,02-2199-7325,연중무휴,37.53393056,126.9703299,2020-02-21,3020000,서울특별시 용산구,0,0
155,삼영연립 공중화장실,서울특별시 용산구 한강대로39길 21,서울특별시 용산구 한강로2가 2-194,N,1,0,0,0,0,0,2,0,0,서울특별시 용산구청,02-2199-7325,연중무휴,37.53102869,126.9678692,2020-02-21,3020000,서울특별시 용산구,0,0
156,당산4가,서울특별시 영등포구 당산로37길 4-3 (당산동4가),서울특별시 영등포구 당산동4가 74-3,N,2,1,0,0,0,0,2,0,0,서울특별시 영등포구청,02-2670-3504,연중무휴,37.529669,126.897869,2019-05-02,3180000,서울특별시 영등포구,0,0
157,조광시장,서울특별시 영등포구 영신로45길 3-3(당산동1가),서울특별시 영등포구 당산동1가 186-23,N,2,1,0,0,0,0,3,0,0,서울특별시 영등포구청,02-2670-3504,연중무휴,37.522472,126.901087,2019-05-02,3180000,서울특별시 영등포구,0,0
158,전화국 뒤-2,서울특별시 영등포구 영신로216-1,서울특별시 영등포구 영둥포동8가 33-7,N,1,0,0,0,0,0,2,0,0,서울특별시 영등포구청,02-2670-3504,연중무휴,37.5266902,126.9033327,2019-05-02,3180000,서울특별시 영등포구,0,0
159,전화국 뒤-1,서울특별시 영등포구 영신로216-1,서울특별시 영등포구 영둥포동8가 33-7,N,1,2,1,0,0,0,1,0,0,서울특별시 영등포구청,02-2670-3504,연중무휴,37.5266902,126.903397,2019-05-02,3180000,서울특별시 영등포구,0,0
160,대방역,서울특별시 영등포구 노량진로 7 (신길동),서울특별시 영등포구 신길동 1373,N,3,3,1,0,0,0,10,1,0,서울특별시 영등포구청,02-2670-3504,연중무휴,37.512818,126.9260295,2019-05-02,3180000,서울특별시 영등포구,0,0
161,경인고속주유소,서울특별시 강서구 국회대로 225,서울특별시 강서구 화곡동 843-4,N,1,2,0,0,0,0,1,0,0,서울특별시 강서구청,02-2600-4073,24시간,37.52964524,126.8598356,2020-06-04,3150000,서울특별시 강서구,0,0
162,하이웨이주유소,서울특별시 강서구 공항대로 432,서울특별시 강서구 화곡동 1125,N,1,2,0,0,0,0,1,0,0,서울특별시 강서구청,02-2600-4073,24시간,37.55453934,126.8549498,2020-06-04,3150000,서울특별시 강서구,0,0
163,해바라기주유소,서울특별시 강서구 화곡로 273,서울특별시 강서구 화곡동 20-1,N,1,2,0,0,0,0,1,0,0,서울특별시 강서구청,02-2600-4073,24시간,37.54927825,126.8469661,2020-06-04,3150000,서울특별시 강서구,0,0
164,화곡역주유소,서울특별시 강서구 강서로 154,서울특별시 강서구 화곡동 1076-14,N,1,2,0,0,0,0,1,0,0,서울특별시 강서구청,02-2600-4073,24시간,37.54076918,126.8414707,2020-06-04,3150000,서울특별시 강서구,0,0
165,현대주유소,서울특별시 강서구 강서로 151,서울특별시 강서구 화곡동 402-1,N,1,1,0,0,0,0,1,0,0,서울특별시 강서구청,02-2600-4073,24시간,37.54024259,126.8411641,2020-06-04,3150000,서울특별시 강서구,0,0
166,스카이주유소,서울특별시 강서구 개화동로 457,서울특별시 강서구 방화동 523-22,Y,1,2,0,0,0,0,1,0,0,서울특별시 강서구청,02-2600-4074,24시간,37.57152067,126.8045258,2020-06-04,3150000,서울특별시 강서구,0,0
167,방화제1화장실,서울특별시 강서구 개화동로31길 22,서울특별시 강서구 방화동 620-191,N,1,2,0,0,0,0,3,0,0,서울특별시 강서구청,02-2600-4073,24시간,37.56268615,126.8082115,2020-06-04,3150000,서울특별시 강서구,0,0
168,방화제2화장실,서울특별시 강서구 개화동로29길 28-1,서울특별시 강서구 방화동 612-52,N,1,2,0,0,0,0,2,0,0,서울특별시 강서구청,02-2600-4073,24시간,37.56367033,126.8083901,2020-06-04,3150000,서울특별시 강서구,0,0
169,무인화장실,서울특별시 강서구 금낭화로 141,서울특별시 강서구 방화동 829-9,Y,1,0,1,0,0,0,1,1,0,서울특별시 강서구청,02-2600-4073,24시간,37.57791646,126.8126374,2020-06-04,3150000,서울특별시 강서구,0,0
170,에어포트 비즈니스 센터,서울특별시 강서구 공항대로 32,서울특별시 강서구 공항동 42-4,N,2,2,0,0,0,0,2,0,0,서울특별시 강서구청,02-2600-4073,09:00~18:00,37.56102875,126.8107103,2020-06-04,3150000,서울특별시 강서구,0,0
171,퀸즈파크 나인,서울특별시 강서구 공항대로 247,서울특별시 강서구 마곡동 797-1,N,3,3,1,0,0,0,5,1,0,서울특별시 강서구청,02-2600-4073,08:00~22:00,37.55931399,126.8352383,2020-06-04,3150000,서울특별시 강서구,0,0
172,방신전통시장 고객지원센터,서울특별시 강서구 방화동로 124-1,서울특별시 강서구 방화동 567-35,N,5,5,1,0,0,0,7,1,0,서울특별시 강서구청,02-2600-4073,08:30~21:00,37.57155477,126.8122141,2020-06-04,3150000,서울특별시 강서구,0,0
173,남부골목시장,서울특별시 강서구 등촌로5길 62-4,서울특별시 강서구 화곡동 801-9,N,2,2,1,0,0,0,3,1,0,서울특별시 강서구청,02-2600-4073,08:30~21:00,37.53318098,126.8600191,2020-06-04,3150000,서울특별시 강서구,0,0
174,까치산시장 고객만족센터,서울특별시 강서구 강서로12길 14,서울특별시 강서구 화곡동 342-16,N,1,1,1,0,0,0,2,1,0,서울특별시 강서구청,02-2600-4073,08:30~21:00,37.53152973,126.8478622,2020-06-04,3150000,서울특별시 강서구,0,0
175,화곡중앙골목시장 고객지원센터,서울특별시 강서구 월정로30길 66,서울특별시 강서구 화곡동 362-144,N,1,1,1,1,0,0,2,1,0,서울특별시 강서구청,02-2600-4073,08:30~21:00,37.5348848,126.8395055,2020-06-04,3150000,서울특별시 강서구,0,0
176,가양현대주유소,서울특별시 강서구 양천로 391,서울특별시 강서구 가양동 58-2,Y,1,2,0,0,0,0,1,0,0,서울특별시 강서구청,02-2600-4073,24시간,37.56644259,126.8458579,2020-06-04,3150000,서울특별시 강서구,0,0
177,SK가양주유소,서울특별시 강서구 강서로 498,서울특별시 강서구 가양동 151-1,N,1,2,0,0,0,0,2,0,0,서울특별시 강서구청,02-2600-4073,24시간,37.56973511,126.8419799,2020-06-04,3150000,서울특별시 강서구,0,0
